EXP;LAB;Animal_id;Cage_id;Litter_id;Batch_id;Group_Exp;Group;Recommend_exclusion;Entries_OpenArms;Entries_ClosedArms;Entries_Total;Perc_Entries_OpenArms;Perc_Entries_ClosedArms;Ratio_Entries_OpenArms;Time_OpenArms;Time_ClosedArms;Time_CentralArea;Perc_Time_OpenArms_total;Ratio_Time_OpenArms_total;Perc_Time_OpenArms_arms;Perc_Time_OpenArms_mixed;Perc_Time_ClosedArms_total;Perc_Time_ClosedArms_arms;Perc_Time_CentralArea_total;HeadDipping_Unprotected;HeadDipping_TotalTime;StretchAttend_Protected;Stretching_Total;Rearing;Grooming;Peeping_out;End_arm_exploration_count;Weight_dif;Tries_OpenArms;Tries_ClosedArms;Tries_Total;Distance;FST_Mobility_time;FST_Immobility_time;TST_Mobility_time;TST_Immobility_time;OR_Training_Object1;OR_Training_Object2;OR_Training_DiscriminationRatio;OR_Test_Old;OR_Test_New;OR_Test_DiscriminationRatio
EPM5;LAB7;1;E;;A;Treated;Group2;No;0;8;;0;;;0;194,1;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB7;2;E;;A;Treated;Group2;No;0;10;;0;;;0;178,4;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB7;3;E;;A;Treated;Group2;No;4;4;;50;;;38,2;132,9;;;;22,32612507;22,32612507;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB7;4;E;;A;Treated;Group2;No;3;7;;30;;;72,5;144;;;;33,48729792;33,48729792;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB7;3;F;;A;Treated;Group2;No;5;9;;35,71428571;;;76,8;130,8;;;;36,99421965;36,99421965;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB7;4;F;;A;Treated;Group2;No;5;8;;38,46153846;;;54,1;180,1;;;;23,0999146;23,0999146;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB7;2;J;;B;Treated;Group2;No;0;9;;0;;;0;210,6;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB7;3;J;;B;Treated;Group2;No;0;10;;0;;;0;241,7;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB7;4;J;;B;Treated;Group2;No;3;12;;20;;;19,7;179,5;;;;9,889558233;9,889558233;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;1;5;;B;Control;Group1;No;5;7;;41,66666667;;;100,32;;;33,44;;;33,44;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;2;5;;B;Control;Group1;No;5;6;;45,45454545;;;158,94;;;52,98;;;52,98;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;3;5;;B;Control;Group1;No;7;7;;50;;;148,91;;;49,63666667;;;49,63666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;4;5;;B;Control;Group1;No;6;4;;60;;;218,59;;;72,86333333;;;72,86333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;1;6;;B;Control;Group1;No;12;5;;70,58823529;;;229,31;;;76,43666667;;;76,43666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;2;6;;B;Control;Group1;No;5;7;;41,66666667;;;110,5;;;36,83333333;;;36,83333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;3;6;;B;Control;Group1;No;5;2;;71,42857143;;;267,06;;;89,02;;;89,02;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;4;6;;B;Control;Group1;No;8;6;;57,14285714;;;164,37;;;54,79;;;54,79;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;1;7;;B;Control;Group1;No;7;6;;53,84615385;;;148,09;;;49,36333333;;;49,36333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;2;7;;B;Control;Group1;No;10;5;;66,66666667;;;207,18;;;69,06;;;69,06;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;3;7;;B;Control;Group1;No;6;4;;60;;;219,89;;;73,29666667;;;73,29666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;4;7;;B;Control;Group1;No;7;5;;58,33333333;;;200,81;;;66,93666667;;;66,93666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;1;8;;B;Control;Group1;No;7;3;;70;;;178,15;;;59,38333333;;;59,38333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;2;8;;B;Control;Group1;No;7;7;;50;;;164,34;;;54,78;;;54,78;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;3;8;;B;Control;Group1;No;7;3;;70;;;200,68;;;66,89333333;;;66,89333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;2;1;;A;Treated;Group2;No;10;8;;55,55555556;;;189;;;63;;;63;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;3;1;;A;Treated;Group2;No;13;8;;61,9047619;;;202,59;;;67,53;;;67,53;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;4;1;;A;Treated;Group2;No;7;4;;63,63636364;;;178,05;;;59,35;;;59,35;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;1;2;;A;Treated;Group2;No;10;6;;62,5;;;205,29;;;68,43;;;68,43;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;2;2;;A;Treated;Group2;No;6;3;;66,66666667;;;256,22;;;85,40666667;;;85,40666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;3;2;;A;Treated;Group2;No;7;2;;77,77777778;;;273,06;;;91,02;;;91,02;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;4;2;;A;Treated;Group2;No;10;6;;62,5;;;204,35;;;68,11666667;;;68,11666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;1;3;;A;Treated;Group2;No;5;6;;45,45454545;;;113,62;;;37,87333333;;;37,87333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;2;3;;A;Treated;Group2;No;7;8;;46,66666667;;;159,4;;;53,13333333;;;53,13333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;3;3;;A;Treated;Group2;No;3;8;;27,27272727;;;53,41;;;17,80333333;;;17,80333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;4;3;;A;Treated;Group2;No;2;3;;40;;;18,84;;;6,28;;;6,28;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;1;4;;A;Treated;Group2;No;13;4;;76,47058824;;;253,47;;;84,49;;;84,49;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;2;4;;A;Treated;Group2;No;8;4;;66,66666667;;;22,79;;;7,596666667;;;7,596666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;3;4;;A;Treated;Group2;No;12;8;;60;;;201,34;;;67,11333333;;;67,11333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB10;1;1;;A;Treated;Group2;Yes, no pre-defined criterion;2;1;;66,66666667;;;292,88;;;97,62666667;;;97,62666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;3;270;;A;Control;Group1;No;6;12;;33,33333333;;;100;136;;33,33333333;;;33,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;4;270;;A;Control;Group1;No;5;6;;45,45454545;;;150;89;;50;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;3;271;;A;Control;Group1;No;2;7;;22,22222222;;;34;127;;11,33333333;;;11,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;4;271;;A;Control;Group1;No;5;12;;29,41176471;;;80;118;;26,66666667;;;26,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;1;272;;A;Control;Group1;No;7;12;;36,84210526;;;98;129;;32,66666667;;;32,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;2;272;;A;Control;Group1;No;8;6;;57,14285714;;;140;101;;46,66666667;;;46,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;2;273;;A;Control;Group1;No;8;8;;50;;;165;61;;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;4;273;;A;Control;Group1;No;3;11;;21,42857143;;;44;133;;14,66666667;;;14,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;1;274;;A;Control;Group1;No;0;15;;0;;;0;168;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;2;274;;A;Control;Group1;No;4;11;;26,66666667;;;48;173;;16;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;1;270;;A;Treated;Group2;No;8;6;;57,14285714;;;137;97;;45,66666667;;;45,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;2;270;;A;Treated;Group2;No;8;10;;44,44444444;;;100;115;;33,33333333;;;33,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;1;271;;A;Treated;Group2;No;3;7;;30;;;65;104;;21,66666667;;;21,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;2;271;;A;Treated;Group2;No;5;7;;41,66666667;;;86;121;;28,66666667;;;28,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;3;272;;A;Treated;Group2;No;8;9;;47,05882353;;;129;101;;43;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;4;272;;A;Treated;Group2;No;8;8;;50;;;129;103;;43;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;1;273;;A;Treated;Group2;No;9;5;;64,28571429;;;161;62;;53,66666667;;;53,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;3;273;;A;Treated;Group2;No;10;7;;58,82352941;;;170;65;;56,66666667;;;56,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;3;274;;A;Treated;Group2;No;5;9;;35,71428571;;;102;117;;34;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM5;LAB62;4;274;;A;Treated;Group2;No;2;11;;15,38461538;;;66;161;;22;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;3;A;;A;Control;Group1;No;8;8;;50;;;130,8;118,7;;;;52,4248497;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;4;A;;A;Control;Group1;No;22;9;;70,96774194;;;149;51,2;;;;74,42557443;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;6;A;;A;Control;Group1;No;9;10;;47,36842105;;;144,3;104,1;;;;58,09178744;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;1;B;;A;Control;Group1;No;9;19;;32,14285714;;;88,4;111,4;;;;44,24424424;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;2;B;;A;Control;Group1;No;12;11;;52,17391304;;;99,5;140,2;;;;41,51022111;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;3;B;;A;Control;Group1;No;11;15;;42,30769231;;;112,8;101,8;;;;52,56290774;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;2;C;;A;Control;Group1;No;21;16;;56,75675676;;;122,8;72,1;;;;63,00667009;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;4;C;;A;Control;Group1;No;7;24;;22,58064516;;;46,9;135,2;;;;25,75507963;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;1;D;;A;Control;Group1;No;6;22;;21,42857143;;;40,9;128,2;;;;24,18687167;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;2;D;;A;Control;Group1;No;9;21;;30;;;41,6;122,2;;;;25,3968254;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;3;D;;A;Control;Group1;No;4;27;;12,90322581;;;21,7;116,1;;;;15,74746009;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;4;D;;A;Control;Group1;No;2;22;;8,333333333;;;5,2;137,1;;;;3,654251581;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;1;E;;B;Control;Group1;No;10;17;;37,03703704;;;45,2;112,5;;;;28,66201649;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;4;E;;B;Control;Group1;No;7;11;;38,88888889;;;43,8;79;;;;35,66775244;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;4;F;;B;Control;Group1;No;4;27;;12,90322581;;;12,3;167,6;;;;6,83713174;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;6;F;;B;Control;Group1;No;11;22;;33,33333333;;;58,6;131,5;;;;30,82588112;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;2;G;;B;Control;Group1;No;8;13;;38,0952381;;;89,6;88,2;;;;50,39370079;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;3;G;;B;Control;Group1;No;0;22;;0;;;0;139,3;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;5;G;;B;Control;Group1;No;4;20;;16,66666667;;;22,2;122,6;;;;15,33149171;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;7;G;;B;Control;Group1;No;2;20;;9,090909091;;;24,4;127,8;;;;16,03153745;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;8;G;;B;Control;Group1;No;7;23;;23,33333333;;;62;113,5;;;;35,32763533;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;2;H;;B;Control;Group1;No;6;29;;17,14285714;;;34;139;;;;19,65317919;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;3;H;;B;Control;Group1;No;7;24;;22,58064516;;;48,7;139,7;;;;25,8492569;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;2;A;;A;Treated;Group2;No;12;6;;66,66666667;;;197,2;63,3;;;;75,70057582;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;5;A;;A;Treated;Group2;No;12;6;;66,66666667;;;194,4;80,6;;;;70,69090909;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;7;A;;A;Treated;Group2;No;15;13;;53,57142857;;;139,7;92,7;;;;60,11187608;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;4;B;;A;Treated;Group2;No;22;12;;64,70588235;;;137,7;87,5;;;;61,14564831;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;5;B;;A;Treated;Group2;No;12;6;;66,66666667;;;87,3;172,1;;;;33,65458751;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;1;C;;A;Treated;Group2;No;12;22;;35,29411765;;;40,7;146,7;;;;21,71824973;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;3;C;;A;Treated;Group2;No;3;2;;60;;;268,7;22,2;;;;92,36851152;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;5;C;;A;Treated;Group2;No;12;24;;33,33333333;;;97,5;97,8;;;;49,92319508;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;6;C;;A;Treated;Group2;No;4;29;;12,12121212;;;46,5;135,1;;;;25,60572687;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;5;D;;A;Treated;Group2;No;13;21;;38,23529412;;;60,7;125,4;;;;32,61687265;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;6;D;;A;Treated;Group2;No;5;36;;12,19512195;;;26,5;150,9;;;;14,93799324;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;2;E;;B;Treated;Group2;No;12;18;;40;;;69,4;122,3;;;;36,20239958;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;3;E;;B;Treated;Group2;No;11;21;;34,375;;;70,5;96,7;;;;42,16507177;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;5;E;;B;Treated;Group2;No;7;23;;23,33333333;;;52,2;105,6;;;;33,07984791;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;6;E;;B;Treated;Group2;No;22;28;;44;;;107,8;88,1;;;;55,02807555;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;1;F;;B;Treated;Group2;No;12;24;;33,33333333;;;54,1;113,7;;;;32,24076281;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;2;F;;B;Treated;Group2;No;25;20;;55,55555556;;;117,8;70,6;;;;62,52653928;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;3;F;;B;Treated;Group2;No;18;27;;40;;;108,8;95,9;;;;53,15095261;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;5;F;;B;Treated;Group2;No;39;14;;73,58490566;;;149,8;60,2;;;;71,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;1;G;;B;Treated;Group2;No;47;13;;78,33333333;;;178,1;46,9;;;;79,15555556;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;4;G;;B;Treated;Group2;No;2;23;;8;;;9,3;154,1;;;;5,691554468;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;6;G;;B;Treated;Group2;No;16;14;;53,33333333;;;124,8;77,9;;;;61,56882092;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB7;1;H;;B;Treated;Group2;No;9;24;;27,27272727;;;59,4;112,4;;;;34,57508731;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX1A1;CX1;;A;Control;Group1;No;29;11;;72,5;;;174,804;55,2875;;;;75,97151568;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX1A3;CX1;;A;Control;Group1;No;16;32;;33,33333333;;;54,4533;112,644;;;;32,58777969;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX1A4;CX1;;A;Control;Group1;No;26;25;;50,98039216;;;42,208;190,92;;;;18,10507532;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX2V1;CX2;;A;Control;Group1;No;11;24;;31,42857143;;;40,6732;193,256;;;;17,38697007;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX2V2;CX2;;A;Control;Group1;No;34;23;;59,64912281;;;107,772;160,757;;;;40,13421269;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3A2;CX3;;A;Control;Group1;No;24;14;;63,15789474;;;128,426;121,953;;;;51,29264036;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3A3;CX3;;A;Control;Group1;No;37;18;;67,27272727;;;104,069;114,679;;;;47,57483497;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3A4;CX3;;A;Control;Group1;No;28;17;;62,22222222;;;104,502;104,169;;;;50,07979068;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3A5;CX3;;A;Control;Group1;No;26;17;;60,46511628;;;170,2;70,0352;;;;70,84723638;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3V2;CX3;;A;Control;Group1;No;17;19;;47,22222222;;;123,321;118,182;;;;51,06396194;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3V5;CX3;;A;Control;Group1;No;20;35;;36,36363636;;;127,391;89,5543;;;;58,72033181;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4A1;CX4;;A;Control;Group1;No;19;21;;47,5;;;91,256;108,44;;;;45,69746014;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4A3;CX4;;A;Control;Group1;No;35;38;;47,94520548;;;78,1098;132,797;;;;37,03522124;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4A5;CX4;;A;Control;Group1;No;19;8;;70,37037037;;;171,067;89,888;;;;65,55421433;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5A1;CX5;;A;Control;Group1;No;14;15;;48,27586207;;;114,913;140,971;;;;44,90823967;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5A4;CX5;;A;Control;Group1;No;26;18;;59,09090909;;;124,555;122,053;;;;50,50728281;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5V3;CX5;;A;Control;Group1;No;14;17;;45,16129032;;;132,096;92,8242;;;;58,73016296;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5V4;CX5;;A;Control;Group1;No;18;37;;32,72727273;;;70,9695;150,714;;;;32,01388466;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6A1;CX6;;A;Control;Group1;No;16;29;;35,55555556;;;107,305;129,327;;;;45,34678319;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6A2;CX6;;A;Control;Group1;No;25;33;;43,10344828;;;148,779;93,4248;;;;61,42719478;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6A3;CX6;;A;Control;Group1;No;19;26;;42,22222222;;;113,978;137,601;;;;45,30505328;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6V1;CX6;;A;Control;Group1;No;26;23;;53,06122449;;;130,895;107,739;;;;54,85178139;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6V4;CX6;;A;Control;Group1;No;14;32;;30,43478261;;;102,267;145,876;;;;41,21292964;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX1A2;CX1;;A;Treated;Group2;No;31;31;;50;;;71,4032;95,7938;;;;42,70602941;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3A1;CX3;;A;Treated;Group2;No;17;26;;39,53488372;;;118,449;92,1235;;;;56,25093495;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3V1;CX3;;A;Treated;Group2;No;26;12;;68,42105263;;;191,287;60,3925;;;;76,00420376;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3V3;CX3;;A;Treated;Group2;No;26;22;;54,16666667;;;116,014;109,607;;;;51,41985897;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX3V4;CX3;;A;Treated;Group2;No;30;26;;53,57142857;;;137,935;102,067;;;;57,47243773;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4A2;CX4;;A;Treated;Group2;No;22;21;;51,1627907;;;121,753;130,328;;;;48,29915781;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4A4;CX4;;A;Treated;Group2;No;20;24;;45,45454545;;;141,639;98,8635;;;;58,8929429;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4V1;CX4;;A;Treated;Group2;No;24;21;;53,33333333;;;140,271;78,5436;;;;64,10495461;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4V2;CX4;;A;Treated;Group2;No;11;49;;18,33333333;;;34,5338;181,745;;;;15,96726078;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4V3;CX4;;A;Treated;Group2;No;24;14;;63,15789474;;;144,241;82,5808;;;;63,59221204;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4V4;CX4;;A;Treated;Group2;No;29;16;;64,44444444;;;165,228;79,3443;;;;67,55793686;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX4V5;CX4;;A;Treated;Group2;No;16;19;;45,71428571;;;117,348;105,47;;;;52,66540405;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5A2;CX5;;A;Treated;Group2;No;17;22;;43,58974359;;;127,124;133,03;;;;48,8649031;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5A3;CX5;;A;Treated;Group2;No;21;14;;60;;;151,248;110,975;;;;57,67915095;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5A5;CX5;;A;Treated;Group2;No;19;22;;46,34146341;;;141,038;98,0293;;;;58,99510305;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5V1;CX5;;A;Treated;Group2;No;13;23;;36,11111111;;;106,204;145,476;;;;42,19802924;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5V2;CX5;;A;Treated;Group2;No;14;31;;31,11111111;;;49,6486;183,313;;;;21,31192437;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX5V5;CX5;;A;Treated;Group2;No;27;34;;44,26229508;;;111,776;139,703;;;;44,44744889;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6A4;CX6;;A;Treated;Group2;No;30;21;;58,82352941;;;189,152;70,1353;;;;72,95073843;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6A5;CX6;;A;Treated;Group2;No;16;16;;50;;;146,443;118,216;;;;55,33271115;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6V2;CX6;;A;Treated;Group2;No;22;23;;48,88888889;;;167,731;89,5543;;;;65,19260914;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6V3;CX6;;A;Treated;Group2;No;19;16;;54,28571429;;;112,944;123,454;;;;47,77705395;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB24;CX6V5;CX6;;A;Treated;Group2;No;22;30;;42,30769231;;;101,399;129,327;;;;43,94779955;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB80;2;A;;A;Control;Group1;No;11;29;;27,5;;;49;200;;;;19,67871486;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB80;3;A;;A;Control;Group1;No;23;16;;58,97435897;;;104;135;;;;43,51464435;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB80;4;A;;A;Control;Group1;No;24;29;;45,28301887;;;112;142;;;;44,09448819;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB80;6;A;;A;Control;Group1;No;24;22;;52,17391304;;;114;120;;;;48,71794872;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB80;9;A;;A;Control;Group1;No;27;21;;56,25;;;90;155;;;;36,73469388;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB80;1;B;;A;Control;Group1;No;26;18;;59,09090909;;;127;141;;;;47,3880597;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB80;2;B;;A;Control;Group1;No;26;26;;50;;;118;137;;;;46,2745098;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB80;5;B;;A;Control;Group1;No;38;37;;50,66666667;;;115;119;;;;49,14529915;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM9;LAB80;6;B;;A;Control;Group1;No;23;32;;41,81818182;;;66;154;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;
